Date received,Tag,Consumer Claim,Company public response,Company,State,ZIP code,Tags,Consumer consent provided?,Submitted via,Date sent to company,Company response to consumer,Timely response?,Consumer disputed?,Complaint ID
09/09/2016,Credit reporting,,,"EQUIFAX, INC.",FL,33435,,Consent not provided,Web,09/09/2016,Closed with explanation,Yes,No,2102971
12/19/2017,"Credit reporting, credit repair services, or other personal consumer reports",,,"EQUIFAX, INC.",NY,100XX,,Consent not provided,Web,12/19/2017,Closed with explanation,Yes,,2760024
03/10/2018,Debt collection,"ONXX/XX/XXXX, DIVERSIFIED CONSULTANT INC RESPONDED TO YOUR DEPT ( CFPB. ) ON CASE # XXXX THAT THEY SENT A DELETION ORDER TO THE CREDIT REPORTING AGENCYS, THERE LETTER WAS DATED XX/XX/XXXX TO YOUR DEPT. 
AS OF XX/XX/XXXX XXXX IS STILL REPORTING THIS COLLECTION WHICH IS DAMAGING MY CREDIT. I ASK THE CONSUMER FINANCIAL PROTECTION BUREAU TO HAVE XXXX XXXX XXXX,  TO IMMEIDIATLY REMOVE THIS COLLECTION AS THERE LETTER OF XX/XX/XXXX TO YOUR DEPARTMENT STATED. 
I REQUEST THAT DIVERSIFIED CONSULTANT INC,  PROVIDE A COPY OF THE DELETION LETTER THEY STATE WAS SENT TO THE CREDIT REPORTING AGENCYS TO ME FOR RECORD FILLING. 

THE REFFERENCE ACCOUNT THAT NEEDS TO BE DELETED IS XXXX XXXX XXXX. BALANCE {$3700.00}. 

THANK YOU",,"Diversified Consultants, Inc.",FL,32176,,Consent provided,Web,03/10/2018,Closed with non-monetary relief,Yes,,2839430
08/08/2018,"Payday loan, title loan, or personal loan",,Company has responded to the consumer and the CFPB and chooses not to provide a public response,SYNCHRONY FINANCIAL,AZ,85383,,Consent not provided,Web,08/08/2018,Closed with explanation,Yes,,2986360
07/26/2016,Credit card,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,WELLS FARGO & COMPANY,FL,342XX,,,Postal mail,07/28/2016,Closed with monetary relief,Yes,No,2029802
12/22/2016,Credit card,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,"BANK OF AMERICA, NATIONAL ASSOCIATION",IL,62234,,Consent not provided,Web,12/22/2016,Closed with monetary relief,Yes,No,2261374
01/24/2018,"Money transfer, virtual currency, or money service",,,"Coinbase, Inc.",,,,Consent not provided,Web,01/24/2018,Closed with explanation,Yes,,2792824
05/16/2013,Mortgage,,,WELLS FARGO & COMPANY,GA,30253,,,Referral,05/20/2013,Closed with explanation,Yes,No,409626
02/21/2019,Checking or savings account,"My SSI check is usually direct deposited on or about the XXXX  of the month ... my XXXX check was deposited early this year because of the holiday. On XX/XX/XXXX, Funds showed as available so I started paying bills. TD Bank hit me with overdraft fees, which I caught almost immediately and called them to ask why they would hold a government check direct deposit that showed as available and hit me with fees? They responded by telling me they saw that that happened, and they would refund the overdraft fees. 
This month, they reordered my charges, held cash deposits, and have charged me a total of 9 overdraft fees ( including a {$35.00} fee on a {$1.00} charge on XX/XX/XXXX ) ... online banking does not show accurate balance for days, there is no notifications of overdrawn account, and my account does not show as overdrawn online. 
Yesterday, XX/XX/XXXX19 ... I checked my balance, determined that it was overdrawn by {$130.00} ( because of 4 overdraft fees ), and deposited {$200.00} with a teller at a TD branch ... I asked if my account now showed a positive balance, I was told yes at XXXX XXXX ... my phone app also showed a positive balance. 
At XXXX XXXX on XX/XX/XXXX, I checked my balance to double check before I made a small purchase, and my balance was XXXX ... I had been hit with 5 more overdraft fees, that were not pending, and that the teller did not see 20 minutes before as pending.

I called TD Bank on the phone and was told 1. It is not their responsibility to alert me to a pending negative balance 2. It is not their responsibility to inform me that I have a negative balance 3. It was  very nice that I banked with them for 15 years, but I was not entitled to a refund because they had given me a "" courtesy refund '' the month before ( when they held my direct deposit for 3 days so they could charge me overdraft fees ... which they admitted to ) I informed them that I would be moving my banking to another institution after my direct deposit cleared on XXXX XXXX. I was told "" not to threaten them '' I told them this was not a threat, I could simply not afford to bank with an institution that thought robbing me of my XXXX money was acceptable, as long as they weren't caught at it, and it's not a "" courtesy '' to give me back my money which you fraudulently took and admitted to taking.",,TD BANK US HOLDING COMPANY,NY,112XX,,Consent provided,Web,02/21/2019,Closed with monetary relief,Yes,,3158577
03/02/2019,Debt collection,,Company believes it acted appropriately as authorized by contract or law,ERC,CO,80538,"Older American, Servicemember",Consent not provided,Web,03/02/2019,Closed with explanation,Yes,,3167538
05/17/2016,Mortgage,"wells fargo bank advised my title company XXXX XXXX XXXX XXXX Florida, XXXX XXXX XXXX XXXX XXXX, XXXX XXXX XXXX, FL XXXX XXXX Tel that the amount needed to pay off my home mortgage loan was {$140000.00} when in actually the payoff was {$140000.00} the first amount they said included interest and they supplied a payoff letter that I will be forwarding to the IRS for the interest it appears they are manipulating numbers and in addition they did not respect my privacy giving my personnel cell phone number to a XXXX appraisal company that called me I asked who gave you my number the lady advised wells Fargo did their telephone XXXX XXXX received several calls from this business and a technician I never called them or requested their service violating privacy rules my real estate agent and the title company mentioned above stated that working with wells Fargo was a nightmare they stated it appeared they did n't want the property to sell and go into foreclosure this is my complaint I will continue with a complaint to the XXXX.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,WELLS FARGO & COMPANY,FL,347XX,,Consent provided,Web,05/17/2016,Closed with explanation,Yes,No,1929428
10/23/2014,Consumer Loan,,,SANTANDER CONSUMER USA HOLDINGS INC.,OH,450XX,"Older American, Servicemember",,Phone,10/28/2014,Closed with explanation,Yes,No,1083314
03/24/2016,Mortgage,,,JPMORGAN CHASE & CO.,TX,78228,,,Referral,03/28/2016,Closed with explanation,Yes,No,1849162
10/23/2013,Debt collection,,,"Diversified Consultants, Inc.",CA,92404,,,Web,10/22/2013,Closed with explanation,Yes,Yes,567816
04/21/2015,Credit card,"The Discover Financial Services placed my account with Atterney Office for Collection where the action of the firm affected my health condition that may arise based on my past condition, which I prefer not to share as it is private and confidential information. The name of company or person ( XXXX ) XXXX XXXX. 
I rejected to speak with anybody from this office and having preference based on my experience at working settings with this office not to have any conversation at all for harassing and insulting action following with mental abuse that affected my health condition and issue. Please consider this complaint seriously to resolve the issue of Financial Fraud and changes on my account due to change of numbers on my account with Discover. this person must be discipline for his harassing and discriminating actions as me personally as company where I work at the current moment that affecting all other employees as well. 
Very unfriendly personality unwilling to communicate have a lack of managerial skills and ability communicate normally with people especially customer service.",,DISCOVER BANK,MD,208XX,,Consent provided,Web,04/22/2015,Closed with explanation,Yes,No,1339029
03/04/2016,Mortgage,"My mortgage was sold to PHH Mortgage on XX/XX/XXXX, prior to that it was serviced by XXXX XXXX. I have spoken to XXXX XXXX and my last payment was applied correctly on XX/XX/XXXX for the XX/XX/XXXX payment. Which meant that my first payment to PHH should be applied to the XX/XX/XXXX Payment. On XXXX XXXX I made a payment in the amount of XXXX to be applied to the XX/XX/XXXX payment and on XXXX XXXX I made another payment in the amount of XXXX for the XX/XX/XXXX payment. I have been monitoring the account online since then. I noticed that my account was showing that the due date for the next payment was XX/XX/XXXX. I contacted them 2 weeks after the payments were made and was told that the second payment was misapplied to principle and would be backed out and applied to the XX/XX/XXXX payment. I contacted them again today XX/XX/XXXX. After being transferred 4 times I was now told that both payments were misapplied. I was told again that they would "" fix '' it and apply them correctly, but I would have to wait 7-10 days, then I was told 3-5 days then told that it would be fixed today but I still would be unable to have confirmation until Tuesday. I asked what is going to happen when I make a payment this month that should be applied to the XX/XX/XXXX payment. I was told there was no way for them to guarantee that they would apply that payment correctly and I would have to monitor my account. This is absolutely ridiculous, PHH is supposed to be a loan servicer they should be able to properly apply payments to the account. At this point the only acceptable resolution is to have my account transferred to a servicer that can handle accepting monthly payments.",,PHH Mortgage Services Corporation,CO,805XX,,Consent provided,Web,03/04/2016,Closed with explanation,Yes,Yes,1818488
